"","mz","rt","7122","7147","7150","7153","7184","7238","7406","7408","7421","7445","7486","7496","7506","7547","7658","7662","7744","7759","7762","7776","7791","7843","7847","7852","7855","7858","7860","7861","7862","7870","7874","7875","7879","7897","7899","7904","7906","7908","7909","7910","7911","7912","7938","7941","7947","7948","7955","7971","7989","8095","8096","8101","8106","8129","8226","8244","8264","8275","8283","8332","8336","8361","8374","8377","8406","8441","8444","8447","8452","8458","8462","8464","8466","8467","8475","8480","8483","8485","8496","8502","8503","8511","8513","8515","8523","8534","8537","8550","8564","8565","8573","8577","8589","8591","8592","8605","8624","8628","8629","8667","8675","8683","8692","8696","8728","8734","8735","8746","8749","8753","8754","8758","8764","8765","8774","8776","8778","8783","8784","8785","8788","8789","8794","8795","8800","8802","8803","8805","8806","8807","8809","8815","8841","8843","8844","8846","8847","8849","8878","8882","8892","8894","8898","8924","8932","8982","8998","9010","9018","9030","9033","9074","9079","9126","9148","LLDeep_0001","LLDeep_0003","LLDeep_0010","LLDeep_0011","LLDeep_0012","LLDeep_0015","LLDeep_0018","LLDeep_0021","LLDeep_0022","LLDeep_0024","LLDeep_0026","LLDeep_0027","LLDeep_0028","LLDeep_0029","LLDeep_0030","LLDeep_0033","LLDeep_0034","LLDeep_0037","LLDeep_0039","LLDeep_0043","LLDeep_0047","LLDeep_0052","UMCGIBD00072","UMCGIBD00122","UMCGIBD00030","UMCGIBD00167","UMCGIBD00208","UMCGIBD00032","UMCGIBD00529","UMCGIBD00371","UMCGIBD00145","UMCGIBD00613","UMCGIBD00004","UMCGIBD00053","UMCGIBD00269","UMCGIBD00250","UMCGIBD00327","UMCGIBD00249","UMCGIBD00461","UMCGIBD00266","UMCGIBD00347","UMCGIBD00645","UMCGIBD00361","UMCGIBD00485","UMCGIBD00041","UMCGIBD00126","UMCGIBD00082","UMCGIBD00442","UMCGIBD00412","UMCGIBD00539","UMCGIBD00077","UMCGIBD00141","UMCGIBD00389","UMCGIBD00112","UMCGIBD00508","UMCGIBD00588","UMCGIBD00106","UMCGIBD00393","UMCGIBD00458","UMCGIBD00254","UMCGIBD00593","UMCGIBD00233","UMCGIBD00238","UMCGIBD00027","UMCGIBD00064"
"group","mz","rt","CD","CD","CD","CD","CD","CD","CD","CD","CD","CD","CD","UC","UC","CD","CD","Control","CD","CD","UC","UC","CD","CD","Control","UC","Control","Control","Control","Control","Control","Control","Control","CD","Control","UC","Control","Control","Control","Control","Control","Control","Control","Control","CD","CD","CD","CD","Control","CD","CD","CD","UC","UC","UC","UC","CD","Control","CD","UC","Control","Control","CD","CD","CD","CD","CD","UC","UC","UC","CD","UC","CD","UC","CD","CD","CD","UC","CD","CD","CD","UC","UC","UC","UC","UC","CD","CD","CD","CD","CD","CD","CD","CD","Control","CD","CD","UC","CD","UC","CD","UC","CD","Control","UC","UC","UC","UC","UC","CD","CD","CD","Control","CD","Control","Control","Control","Control","UC","CD","Control","UC","Control","Control","CD","UC","CD","CD","UC","UC","CD","CD","UC","UC","CD","CD","UC","UC","CD","UC","CD","UC","CD","UC","UC","UC","UC","UC","UC","UC","UC","UC","UC","UC","UC","Control","Control","Control","Control","Control","Control","Control","Control","Control","Control","Control","Control","Control","Control","Control","Control","Control","Control","Control","Control","Control","Control","Control","Control","CD","UC","CD","UC","UC","CD","UC","UC","CD","UC","UC","UC","UC","UC","UC","UC","UC","UC","UC","UC","UC","CD","CD","CD","CD","CD","UC","UC","CD","CD","UC","CD","CD","UC","CD","UC","CD","CD","UC","CD","CD","CD","CD"
"M161.9854T1","161.9854","1.02","108.924","299.416","0","67.7737","353.968","0","0","16.2127","186.986","374.032","0","89.5255","0","15.7724","195.029","247.21","9.66965","2313.27","389.118","2185.39","108.496","2007.63","4510.84","0","0","30.3298","0","0","146.574","309.7","214.222","0","0","509.566","53.9701","0","114.142","29.3021","0","0","0","587.067","0","17.1112","49.8232","3035.41","0","598.569","347.278","54.0347","0","1526.26","369.953","0","91.9699","0","26205.1","2662.66","0","0","0","0","114.214","0","0","143.101","0","0","0","156.875","0","0","0","0","0","0","2120.15","69.3832","0","0","0","0","71.6313","0","5055.49","3936.29","2689.83","0","19.6778","0","0","0","0","0","621.578","478.742","340.94","0","0","153.355","85.8689","0","20.4875","0","0","27.0402","0","0","79.898","0","330.595","0","0","0","0","0","0","0","20.1286","0","0","274.867","132.35","14.1911","391.345","100.162","0","845.843","0","1819.74","0","80.6962","3073.83","2866.59","0","0","0","0","60.8638","3009.72","3582.95","0","150.463","0","27.5002","0","1871.1","232.681","0","0","0","0","0","0","15658.7","0","0","32.7479","0","543.892","13.0666","356.543","0","0","432.065","0","0","0","15.8941","154.046","0","27.9297","0","0","6295.89","35.0479","954.348","1700.67","391.285","0","0","0","0","0","50.5455","12.6388","0","0","161.116","0","1882.85","358.577","30.0336","0","0","0","0","0","7.47524","149.144","2939.2","0","0","167.913","0","81.6524","2911.84","115.993","0","97.3157","53.8761","0","42.1804","0","0","0","0","0","0","40.4591"
"M222.0765T1.1","222.0765","1.13","32.4396","12.8977","0","0","32.448","349.777","0","49.168","34.7299","640.061","300.3","62.0662","0","17.1514","28.0208","127.958","38.2657","49.2251","26.7142","45.4408","48.2376","450.063","177.639","43.474","140.507","51.5455","95.2103","76.8605","99.8776","436.537","181.236","138.047","114.687","118.936","91.2545","111.48","36.7307","0","228.098","124.076","58.4897","142.402","442.968","36.5991","15.4104","431.136","156.395","93.671","35.1377","21.7698","103.89","67.556","101.892","364.307","23.2065","33.7856","0","150.216","47.5574","26.2702","44.4588","80.8133","684.714","113.014","15.552","289.257","187.7","47.3249","27.9536","93.6819","31.3538","128.753","33.889","157.889","229.819","113.057","28.3106","226.594","34.8732","55.5632","201.37","194.769","301.543","19.9768","205.318","27.0742","375.641","110.656","14.6877","69.4052","73.0117","118.765","257.275","44.1553","11.5995","520.625","52.0706","70.7131","0","61.6378","57.6667","51.6631","30.9405","0","48.5827","14.471","0","0","34.9622","15.0079","19.388","43.6097","80.9372","26.1308","38.6666","692.378","38.7056","11.7595","13.6546","20.7606","0","57.1382","22.165","14.7791","44.0773","76.659","0","160.237","24.9383","134.447","44.0794","36.5256","75.1684","15.1012","38.0127","17.8599","0","36.7052","22.1646","40.7149","190.37","70.9954","20.7814","16.856","95.2184","21.2505","86.0599","30.2734","34.3358","0","0","42.2355","37.2187","0","66.9816","352.987","641.355","12.3697","213.745","304.4","240.872","401.352","87.2635","350.485","325.904","216.05","200.251","190.099","84.493","307.571","59.4303","252.96","183.679","117.384","90.6384","137.651","321.198","200.078","51.4549","51.1004","43.5391","28.2711","299.176","91.9125","45.5509","25.2528","30.745","991.889","89.4238","111.888","78.1895","159.982","43.8024","28.396","38.4757","13.0156","50.2018","360.334","12.7157","87.0797","481.949","40.3619","207.867","24.5934","259.443","58.3546","167.811","47.1959","47.4471","197.695","35.1913","34.1169","46.219","92.7834","165.372","95.2549","247.149","256.357","39.5552","78.4486"
"M331.2641T15.1","331.2641","15.06","1564.25","0","326.695","145.656","316.818","1445.87","84.6033","289.225","95.7947","109.97","467.742","110.88","24.279","212.502","32.6908","0","24.3742","226.695","15.497","171.065","286.44","526.212","34.2853","166.048","22.2611","35.357","50.859","0","0","54.4988","21.5183","1495.42","0","79.2839","71.5215","0","9.71701","22.4761","0","0","120.954","0","249.284","634.797","611.521","535.836","4.29822","22.2303","81.1552","709.886","1379.75","30.3622","1265.39","617.039","604.873","100.454","103.58","970.677","30.2519","78.3672","291.915","245.595","518.124","712.425","46.3393","34.0069","0","23.2858","1047.42","169.358","596.669","193.463","614.902","148.704","15.6851","2845.5","324.015","1194.6","146.529","2433.9","0","611.579","23.2329","78.5827","2315.93","212.703","89.1762","931.629","195.637","593.509","73.2643","48.9222","41.7796","322.795","150.635","3564.45","169.389","84.7574","105.519","60.0025","676.154","757.338","15.5894","69.5169","0","91.3611","27.4628","64.1597","142.775","438.491","0","174.152","0","0","133.787","1.35973","138.446","159.006","51.2361","88.3458","36.5674","0","80.0266","110.491","279.192","34.8079","0","1086.81","1450.25","477.651","173.374","401.691","377.642","1577.95","50.5687","281.131","415.863","160.905","898.233","373.048","121.028","16.5367","1292.02","0","456.036","0","212.18","19.6496","72.945","207.013","46.0248","281.95","0","37.521","181.546","0","84.4831","22.1213","36.7187","0","2.17353","0","0","71.2209","39.5395","154.293","58.4796","25.0139","13.8866","13.3556","0","39.871","0","628.167","29.3805","0","43.6465","107.052","28.2518","425.533","152.403","0","180.276","197.931","29.3839","102.358","0","1671.22","133.974","0","700.321","13.3611","12.5052","170.087","128.023","412.638","84.417","21.8982","12.7242","201.454","155.486","136.138","0","54.563","50.9287","231.22","0","34.5309","61.7288","20.9403","182.646","174.743","22.2388","51.8218","633.083","178.886","37.5265","740.226","44.3591","127.831"
"M277.2172T13.8","277.2172","13.76","1119.99","537.849","1794.11","322.135","305.804","242.649","202.656","15.4604","557.688","513.069","3339.28","501.132","269.473","214.269","938.553","51525.4","39.4243","306.259","5735.54","181.179","508.908","503.927","490.217","326.938","38286.1","1741.28","452.549","246.276","482.829","1985.25","1406.06","135.067","3107.11","1391.33","419.352","261.583","2292.55","498.06","158.424","512.394","4855.64","582.844","170.151","1290.3","96.8903","344.44","425.118","783.356","584.149","755.868","76.998","657.894","255.833","1957.32","3665.43","808.164","3377.83","4892.77","1965.26","381.714","446.251","51.414","203.621","422.272","2411.3","4604.22","76.7066","23967.7","148.928","156.019","225.584","543.351","4483.87","1262.14","735.116","0","637.708","263.63","762.12","616.862","103.282","267.73","57.8338","1957.37","47.2639","145.397","2191.55","67.0044","76.8339","186.396","571.518","50.8844","2964.47","412.834","214.843","63.0686","6622.93","225.87","81.3782","122.326","434.315","4154.9","1587.17","614.256","236.7","17.2557","2067.74","1442.15","378.196","2027.4","129.114","0","607.299","10002.9","10456.3","414.637","161.083","464.092","560.357","3305.56","63.7526","402.591","3502.56","6826.69","53.8656","256.092","439.175","1424.8","2939.46","924.511","168.034","89.9607","17.3217","65.7269","241.836","429.831","45.9752","1054.16","76.5185","359.75","339.855","166.277","65.2237","1367.44","77.064","38.7991","1825.79","345.535","170.497","252.189","39.2409","58.8586","249.078","135.978","210.048","469.618","1767.81","32084.4","1356","8945.85","5418.18","3363.09","12201.1","13976.5","8461.29","1770.18","754.446","856.645","494.832","12059.5","13753.6","5003.91","4394.51","1444.38","3451.88","129073","110.339","1624.27","9009.3","2087.81","438.184","25036","356.254","7779.66","1626.98","184.614","5118.09","145.349","1988.8","252.23","779.332","4551.13","50929.9","1010.64","151.074","329.493","1294.56","484.696","93.2029","278.267","52.297","774.3","1212.83","212.965","5779.49","1820.63","9883.95","7289.35","235.703","113.955","371.512","294.833","434.876","8177.1","7511.26","549.293","4882.99","1723.49","848.673","15506.2"
"M407.2798T8.1","407.2798","8.12","51.2708","30.878","0","771.302","505.462","14360.8","2203.29","2879.63","3009.6","9042.52","240.09","1833.42","841.508","605.965","131.987","48.8503","1505.09","5213.71","4658.18","11459.5","0","11830.4","573.648","430.456","16.7204","1864.6","389.472","53.0783","48.3129","786.798","0","3928.28","49.6267","112.357","182.74","35.9004","23.5085","9689.91","62.778","1180.06","403.843","0","7305.49","500.836","20600.7","2012.34","362.392","0","26290.6","17341.3","2048.69","36.4571","40.9916","340.502","510.386","81.4965","0","7152.95","28.8178","411.444","0","1571.31","3665.08","563.11","1978.14","51.8982","26.6428","0","0","198.42","3117.34","2536.48","605.253","3267.16","0","0","12141.6","253.912","2287.23","477.925","0","1477.13","30.788","0","271.69","40.8767","13505.5","13183.2","6381.56","475.463","26.2343","0","240.79","1808.36","645.066","761.892","613.597","0","0","2110.88","2811.53","755.537","130.19","157.973","35.4099","42.4869","336.536","0","15391","14194.8","20.3432","12155.4","47.5828","43.6342","0","19.8289","71.644","9499.2","0","458.032","0","24.1992","474.379","567.234","3119.84","36.8944","0","1473.69","0","39741.7","7706.93","21801.3","8488.13","446.353","764.838","2458.84","123.391","3049.08","7890.61","4741.86","18838.2","30.6309","5246.02","47.4969","3180.37","0","278.052","35.302","8167.68","8961.82","35.5195","686.656","386.223","1958","511.58","31.3007","988.302","159.28","20.3489","26.8665","87.2018","37.0432","194.491","26.4747","25.0376","1018.12","217.499","16.9737","158.085","146.392","15.1022","171.122","34.1708","10120","480.476","63.3392","0","18139.6","0","7867.12","14.8467","0","10664","54.9417","2303.85","21189.9","25.9831","3724.1","478.747","771.883","162.667","37.8631","872.083","482.747","305.212","18.7753","3011.15","2717.51","27.0702","7514.81","28630","2863.69","0","51.3209","122.894","19049.5","26.0934","45.2145","2051.13","14.8455","0","1937.43","364.846","323.298","92.1972","27.1466","785.244","6156.79","265.652","2380.87"
"M303.2329T14.3","303.2329","14.31","2755.37","237.613","6237.37","692.37","2314.71","2271.73","4525.04","494.67","893.767","660.095","10506.2","2173.1","974.876","958.88","640.39","229.73","429.322","1278.01","818.051","3080.61","408.036","5043.02","2025.24","3757.12","1048.77","1262.07","451.53","300.91","239.269","426.054","654.276","19142.6","197.265","1913.28","458.733","286.517","517.298","704.055","110.765","672.625","412.118","398.127","2715.26","1149.14","3724.39","2421.04","750.988","1228.28","1190.22","425.286","20377.7","1092.59","22746.2","10409.4","14016.7","718.712","2740.15","10948.7","602.722","1631.35","14857.7","773.51","594.809","481.381","455.241","1405.89","1344.53","634.413","18380.4","188.899","13522.6","539.487","4158.73","1926.47","459.443","39954","2059.87","962.814","1598.54","42288.6","235.15","3208.24","330.133","408.826","37695.3","7458.67","648.123","9767.3","156.484","23043.3","1339.09","973.129","703.391","2978.32","1248.43","37495.8","891.214","1500.49","4439.38","210.877","623.532","14139.2","777.53","2870.9","283.539","2092.03","1155.38","4295.52","688.05","6331.7","490.98","4295.46","284.465","1665.75","2126.14","104.255","3058.62","1993.7","603.477","2111.84","737.091","282.65","6544.51","839.455","2192.28","806.797","199.747","10874.8","21330.3","1007.19","1469.38","3004.69","4016.41","2553.8","2380.68","1375.46","826.934","4997.63","9460.76","9529.74","2116.03","1094.85","11254.1","199.893","7163.11","567.14","3344.29","670.435","2164.52","786.921","861.396","2089.94","262.958","2440.72","1002.99","357.6","2061.94","278.841","1787.92","324.931","538.617","323.575","781.983","1310.45","667.869","1915.21","1363.81","1016.3","450.775","747.146","601.371","1031.22","201.058","731.363","1096.68","342.28","1084.46","1208.99","1064.38","5345.41","3032.65","492.403","2113.75","682.072","509.477","558.703","422.561","30983.5","256.99","391.843","12399.8","776.132","545.465","6566.21","1101.11","4209.18","3347.05","441.462","292.346","439.836","5952.06","604.258","162.459","1451.12","833.272","2836.85","350.266","1440.62","1563.28","816.108","5382.36","1931.44","601.839","2033.7","12752.7","2460.53","866.142","11116.3","786.708","1346.12"
"M187.0965T4.5","187.0965","4.48","1311.24","641.329","3488.51","235.188","667.264","84.0336","134.271","323.453","1203.73","233.181","502.258","1892.69","367.619","329.144","1914.53","6002.34","1828.15","1063.36","411.827","237.795","2160.42","288.487","1810.59","646.665","7929.34","1315.41","1750.66","17593.4","2182.24","1441.75","1906.24","290.06","22213.8","1541.19","1681.11","3010.74","718.032","1155.93","9773.68","8567.89","895.204","3017.88","981.477","1075.03","487.964","196.441","2230.97","1625.32","222.299","603.175","329.737","4657.36","644.012","510.106","171.826","1898.78","151.957","897.679","339.207","1101.22","210.119","1509.8","400.52","936.403","872.719","4531.14","13139.2","1728.44","711.137","1665.91","600.768","521.311","1259.84","1960.4","1320.48","1029.53","414.711","632.169","755.615","98.4243","16613.3","955.771","11846.4","2545.13","391.203","79.4523","253.738","855.205","534.925","641.729","1284.17","2080.18","2381.49","464.497","492.064","215.148","2053.68","4817.57","487.177","968.318","627.556","252.561","1022.97","541.462","8288.3","1313.3","360.542","223.501","216.994","427.532","1127.78","90.1859","2927.04","2973.05","757.841","484.631","2745.67","122.641","1974.48","765.681","1227.87","2581.86","857.675","694.843","995.088","2623.8","516.341","281.736","133.644","504.003","127.479","183.408","154.104","84.7117","151.67","281.67","1032.18","868.557","169.887","983.783","874.082","7200.23","296.275","10898.9","185.922","2591.74","312.399","2567.87","141.363","218.507","326.794","424.342","989.564","388.326","1013.34","7387.63","4230.74","1755.34","2270.27","4697.86","2465.13","5687.84","12298.8","3887.84","2269.59","1132.75","1869.34","2200.67","1568.69","1101.16","4475.43","3259.23","17363","1196.3","1184.03","4823.31","1488.58","1585.25","393.093","594.57","345.578","17410","362.937","435.303","1184.59","111.932","1117.37","1387.18","1106.4","1103.11","359.026","857.781","869.609","220.23","813.347","455.716","139.481","1252.06","325.717","220.57","396.323","631.82","5807.29","820.847","653.731","306.647","928.101","1282.44","534.916","9318.69","571.56","356.072","668.227","747.15","167.078","1773.27","1268.02","565.812","883.979","706.161"
"M329.1757T10.8","329.1757","10.79","22.162","274.862","327.807","267.64","0","0","66.4396","0","313.263","14.0662","983.762","21.3156","304.592","392.361","0","634.969","257.077","393.291","116.851","0","0","0","4352.28","37.5575","26.9367","592.622","159.077","62.2224","221.347","361.934","588.955","0","4588.07","32.2532","613.402","515.293","46.234","579.87","77.0088","123.183","142.844","1651.16","0","0","1019.71","27.1361","913.158","12.6811","18.4573","0","0","111.667","0","0","0","90.9964","0","107.887","1972.45","134.672","0","29.4959","0","0","34.1191","76.5739","539.946","60.1721","0","49.2333","155.323","803.133","1364.3","49.9754","55.5959","0","60.4492","0","0","0","366.684","165.045","0","0","0","0","0","17.8088","37.1837","0","917.711","713.953","257.987","8432.74","50.0495","0","0","84.8895","43.3872","0","115.322","12.269","432.074","768.202","77.0028","189.391","9099.66","25.8074","0","272.67","857.954","0","4963.99","183.162","429.216","769.047","195.576","31.3586","119.181","46.8795","2339.77","277.123","280.685","65.0522","66.7575","56.2346","0","0","105.577","93.0734","0","55.9093","34.6981","0","77.3819","0","551.266","0","118.832","56.362","230.881","40.2546","69.6079","42.0142","0","177.57","0","50.7717","0","0","87.3296","155.017","0","122.137","0","1397.51","31.1022","254.205","2505.52","515.998","3318.96","121.716","189.773","649.09","110.58","154.743","384.066","121.877","407.006","153.042","319.275","155.751","55.3015","81.7119","391.089","39.5301","137.282","284.566","1130.7","0","636.499","608.36","203.2","0","649.324","0","69.0591","0","206.664","0","0","226.823","110.562","0","107.256","0","0","42.4515","42.6977","0","42.0358","140.673","1679.31","252.237","818.232","13.8245","0","1100.66","522.395","1343.31","812.342","7.9714","0","0","0","1251.48","22.2666","15.7296","1061.73","770.488"
"M391.285T10.6","391.285","10.56","0","0","0","1662.89","408.363","4134.9","4647.9","2443.67","3053.23","3481.2","1217.13","115.667","2658.16","342.101","1101.49","0","0","1845.93","2465.89","7771.34","0","7925.76","559.303","718.892","0","2119.72","0","0","324.57","2293.57","0","3040.05","0","2759.45","0","0","0","5606.55","0","0","879.313","15.8385","9527.57","919.102","7955.75","0","330.564","8371.41","20293.8","6820.08","5803.47","183.75","65.0602","862.651","4115.51","288.837","5742.28","6315.68","0","0","17018.7","1890.35","1113.31","182.03","1552.19","208.857","0","298.96","3907.73","0","5435.15","3243.17","825.229","2577.95","155.187","0","4619.73","1074.02","1025.67","3478.47","0","290.045","0","0","454.682","6785.22","6602.75","6721.28","4348.33","20695.8","360.852","0","835.16","3377.6","1557.77","4478.1","563.209","0","9130.17","499.871","2712.94","1793.34","350.855","289.054","0","0","2315.75","137.793","13384.8","5215.85","0","2741.94","13.468","0","0","0","0","5005.63","0","812.166","0","0","152.134","0","3671.85","0","0","6722.71","12880.5","10058.9","8047.4","13521.6","14061.9","305.006","6791.64","2761.61","56.0045","18606.3","3877.53","5922.05","7243.04","59.9213","1963.4","0","1294.02","0","1154.04","0","6038.45","9731.21","0","1461.25","468.444","3464.61","895.454","0","224.274","0","0","0","0","0","0","0","0","638.158","1147.01","0","299.561","603.372","0","219.186","0","5106.15","3568.32","205.266","0","9256.57","688.855","4524.76","77.6016","0","5074.26","204.501","124.639","9965.73","0","2231.84","33.667","0","106.685","341.133","0","16631","280.085","0","7244.89","145.451","0","2427.96","10700.8","2270.67","0","190.824","165.38","8392.56","0","0","0","0","81.4113","534.356","102.834","163.765","6238.03","0","171.961","7961.02","115.561","2892.68"
"M407.2801T9.1","407.2801","9.13","502.463","90.4955","270.203","2467.31","2213.28","26054.2","57455.7","17242.4","16221.8","24456.5","2076.28","1100.27","6275.72","2905.92","4277.45","601.228","428.544","16369.5","28089.7","45175.8","82.672","29541.1","1714.54","4466.97","603.699","15431.6","303.601","1058.11","1208.67","5845.96","194.237","27168.4","290.973","3688.45","160.931","304.041","2712.17","30896","3172.36","420.543","625.674","246.095","48499.4","5015.27","34890.5","911.221","2989.44","39454.2","72626.7","26697.9","32399.5","1178.09","697.796","4819.63","39659.3","663.052","34305.5","30255.4","715.65","3473.46","67391.9","6066.32","7704.32","740.104","8193.25","1056.06","186.76","1124.02","63262.2","703.332","16725.8","17879.1","877.826","11694","950.381","623.26","30420.3","1779.18","1799.37","22917.7","145.862","1182.57","167.589","283.121","3271.44","34331.9","48148.9","49611.8","21740.1","87392.3","2759.66","286.919","8481.79","14857.5","2861.59","27637.2","737.602","276.981","63387.2","3086.37","16221.1","7588.34","1237.57","1579.51","506.196","675.806","12113.1","3378.29","52075.4","26917.7","421.007","47809.6","659.004","421.14","145.446","408.686","339.868","26677.4","270.695","4515.45","195.873","476.486","750.536","323.009","13973.5","827.878","159.991","36145.7","55925","53032.8","80467.8","70130.1","74711.8","2282.14","71821.8","13863.8","1086.64","84989.2","27661.3","54136.5","42195.7","623.467","30888.2","337.488","20072","1240.41","4647.45","1243.34","40869.7","41324.9","65.5645","3861.08","1963.05","20363.9","4931.69","872.869","448.465","292.482","712.298","283.893","2348.06","236.369","868.159","1333.12","192.563","1785.46","2342.64","285.214","363.142","4487.33","321.202","4834.47","384.953","26400.9","25661.9","1608.06","323.67","37974.6","1780.51","19746.8","139.814","105.639","37201.8","579.877","537.477","42428","126.577","27301.7","185.187","130.041","559.641","966.967","135.034","72571.2","1861.91","153.366","38803.3","1713.79","302.918","17764.6","50533.1","9478.39","870.78","1579.34","382.918","42547.8","2044.21","1318.75","1572.52","346.694","288.62","4392.59","424.031","747.723","28388.9","227.092","374.44","33630.5","516.952","13352.4"
"M391.2855T10.8","391.2855","10.77","67599.1","32517.6","44962.8","40411.9","58419.2","90.6133","124.433","55712.6","31893.5","32200.3","33620","50469.2","35301.2","42222.5","69977.9","52197","45022.3","56181.6","16.0039","57798.3","43314.3","95.5533","15155.4","66763.4","27939.6","50384.5","46062.1","44615.1","46310.3","35143.4","41171.2","28871.2","48211.4","48388.9","36725.5","40664.5","44353.6","39129.7","59353.5","50318","48119.3","19402.6","66478.5","44762.2","147.205","39322.6","92330.1","0","231.853","98.4084","3236.54","40581.4","49443.1","30749.9","858.619","73890.7","69.3639","28314.5","71596.1","52931.3","0","45510.9","42200","33469","56048.9","19965.9","42081","36564.2","185.842","38981","41058.3","38256","43954.6","36660.1","58042.5","1372.49","41838.5","59418.9","41638","5988.06","51402.9","65442.5","84016.2","50695.9","4795.35","180.575","79.4496","3268.16","520.7","0","42605.2","47154.3","62261.5","35325.8","37912.3","6936.53","53567.4","26904.8","186.101","33595.7","44747.8","24900.9","31170.5","4776.82","36030.1","58833.6","24854.2","387.475","157.658","20256.8","58320.8","114.71","12781.5","36752.3","55601.4","33181.2","42741.8","35635.6","58996.9","45845.1","85670.1","41972.8","64708","38875.7","52354.3","61627.1","24283","3644.02","59.5232","150.61","114.857","8865.35","40467.9","50241.7","27342.9","28263.1","18391.9","0","45147.9","11489.9","23849.7","23274.9","47807.6","49476.2","57.9639","45574.9","7305.02","56486.9","83704.5","1285.33","26352.3","19803.9","75201.3","102518","80980.8","38013.4","40894.7","28835.7","53070.5","56131.5","56113","77843.5","49330.3","54337","52541.5","75257.1","65946.4","61049.8","21766.9","40311.6","45923.2","59357.8","37219.3","17606.1","63995.1","13226.7","61071.8","1281.58","41543.1","25807.1","25733.9","39547.6","36300","62403.3","35986.5","0","31806.6","100.227","31600.2","27554.2","8242.2","40726.8","23865.8","0","44193.1","6266.06","11455.8","56232.9","34488.4","30021.3","616.441","40402.8","62370.8","50400.8","13985.1","30042","71679.9","41915.2","43278.8","71142.4","3515.94","26581.4","43310.2","28147.2","0","40172.3","51937.6","8223.77","39064.8","24783.3"
"M327.2326T14.1","327.2326","14.09","12086.4","234.76","1407.71","5532.83","2165.76","966.892","2348.97","106.216","224.375","169.094","6836.95","1010.3","628.392","373.231","350.912","110.27","166.821","957.008","1150.52","1240.08","1591.28","15456.2","630.915","4978.79","517.955","941.712","264.137","118.256","258.89","169.153","258.132","4111.51","106.388","678.145","246.795","135.816","1144.62","2577.03","83.8856","472.855","245.647","138.994","1539.3","503.968","1163.39","1841.8","464.421","555.07","729.283","865.429","13048.6","234.492","8431.36","9906.17","18092.3","720.275","763.351","5239.44","131.483","1693.21","9121.63","355.314","432.949","154.326","362.975","281.634","683.699","309.83","4429.1","181.824","33058.8","221.59","2202.63","7312.03","1416.2","7707.93","509.446","277.97","1745.35","14361.9","121.632","6393.07","981.354","682.12","11329.3","1519.83","166.567","3861.15","106.038","9134.05","821.891","353.866","464.223","3374.87","867.448","7250.6","285.717","542.397","4270.58","133.189","345.258","6526.55","132.257","3656.89","191.145","396.988","1767.8","5383.65","253.087","1524.77","637.263","16970.7","329.442","430.983","196.911","103.669","493.28","1293.59","393.732","489.408","412.386","112.907","28843.9","247.985","465.586","540.931","131.491","20179.9","8366.26","577.682","578.439","2265.45","1027.9","1864.89","2659.36","477.65","1947.3","2242.51","2586.13","6024.43","483.473","285.787","3152.63","99.6971","712.777","264.172","1099.91","148.213","10881.2","366.927","258.737","608.291","791.393","4398.04","185.667","743.779","2574.91","164.796","873.784","181.435","369.292","190.982","434.481","1693.89","338.488","1250.29","512.575","565.719","216.958","839.196","171.288","292.56","94.508","2120.53","203.598","164.208","452.068","374.857","301.876","2465.33","875.615","341.493","472.971","1411.94","322.486","383.911","221.951","4501.32","140.253","201.944","4810.74","1066.58","481.113","2255.7","341.78","25918","2068.72","3309.96","274.463","173.719","1154.05","859.023","46.353","526.224","334.158","4704.32","198.415","423.3","334.742","418.608","1281.87","1540.95","223.087","2125.49","4339.77","422.649","1756.95","5911.89","469.483","450.723"
